"mon_feature_id","date_time","sample_begin_depth","institution_abbr","preservative_abbr","Ca_Diss_Water","Cl_Diss_Water","DMS_Tot_Water","EC_Phys_Water","F_Diss_Water","K_Diss_Water","KJEL_N_Tot_Water","Mg_Diss_Water","Na_Diss_Water","NH4_N_Diss_Water","NO3_NO2_N_Diss_Water","P_Tot_Water","pH_Diss_Water","PO4_P_Diss_Water","Si_Diss_Water","SO4_Diss_Water","TAL_Diss_Water","Station","Qat"
102619,1977-03-21 14:30:00,0,"DWS-RQIS","NONE",9.6,1.5,64,10.7,0.15,1.22,#n/a,2.2,2.5,0.02,0.93,#n/a,6.38,0.104,6.55,2,35.4,"U1H005Q01","U10F"
102619,1977-03-27 16:30:00,0,"DWS-RQIS","NONE",22.7,1.5,120,15.5,0.12,0.3,#n/a,2.7,2.2,0.06,0.02,#n/a,7.21,0.029,6.89,2,75,"U1H005Q01","U10F"
102619,1977-04-03 16:00:00,0,"DWS-RQIS","NONE",14.9,1.5,78,10.8,0.1,0.69,#n/a,2,2.3,0.02,0.02,#n/a,6.78,0.022,6.77,2,47.7,"U1H005Q01","U10F"
102619,1977-04-11 04:30:00,0,"DWS-RQIS","NONE",24.1,1.5,124,14.3,0.05,0.33,#n/a,2.6,2.6,0.02,0.06,#n/a,7.46,0.014,3.63,2,75,"U1H005Q01","U10F"
102619,1977-04-19 10:45:00,0,"DWS-RQIS","NONE",5.1,1.5,52,6.1,0.05,0.15,#n/a,2.1,3.1,0.02,0.04,#n/a,6.82,0.014,4.44,2,32.1,"U1H005Q01","U10F"
102619,1977-04-24 12:15:00,0,"DWS-RQIS","NONE",5.1,1.5,55,6.4,0.05,0.43,#n/a,2.4,3.2,0.02,0.06,#n/a,6.71,0.007,4.56,2,33.8,"U1H005Q01","U10F"
102619,1977-05-01 12:00:00,0,"DWS-RQIS","NONE",3.3,1.5,39,5.1,0.05,0.79,#n/a,1.8,2.7,0.02,0.06,#n/a,6.5,0.003,3.31,2,22.9,"U1H005Q01","U10F"
102619,1977-05-08 11:45:00,0,"DWS-RQIS","NONE",5.3,1.5,56,6.8,0.05,0.33,#n/a,2.4,3,0.02,0.05,#n/a,6.67,0.003,4.37,2,34.4,"U1H005Q01","U10F"
102619,1977-05-15 12:15:00,0,"DWS-RQIS","NONE",14,1.5,91,10.3,0.05,0.15,#n/a,3.1,3.6,0.02,0.04,#n/a,7.44,0.029,4.58,2,55.5,"U1H005Q01","U10F"
102619,1977-05-22 14:15:00,0,"DWS-RQIS","NONE",5.9,1.5,58,7.1,0.05,0.15,#n/a,2.7,3.6,0.02,0.05,#n/a,6.86,0.022,4.62,2,35.9,"U1H005Q01","U10F"
102619,1977-05-29 14:20:00,0,"DWS-RQIS","NONE",6.1,1.5,59,7.8,0.05,0.33,#n/a,3.1,3.9,0.02,0.1,#n/a,7.14,0.036,4.8,2,34.8,"U1H005Q01","U10F"
102619,1977-06-05 12:30:00,0,"DWS-RQIS","NONE",11.1,1.5,70,8.8,0.05,0.15,#n/a,2.4,4.2,0.02,0.02,#n/a,7.11,0.011,7.67,2,42,"U1H005Q01","U10F"
102619,1977-06-12 15:00:00,0,"DWS-RQIS","NONE",14.7,1.5,88,10.6,0.05,0.31,#n/a,2.8,4.1,0.02,0.02,#n/a,7.2,0.011,7.8,2,52.3,"U1H005Q01","U10F"
102619,1977-06-20 07:00:00,0,"DWS-RQIS","NONE",8.7,1.5,66,7.8,0.05,0.15,#n/a,2.6,4.7,0.02,0.02,#n/a,6.89,0.007,7.99,2,37.8,"U1H005Q01","U10F"
102619,1977-06-26 08:15:00,0,"DWS-RQIS","NONE",8.4,1.5,65,7.9,0.1,0.15,#n/a,2.7,4.6,0.02,0.04,#n/a,7,0.007,7.94,2,37.9,"U1H005Q01","U10F"
102619,1977-07-11 11:00:00,0,"DWS-RQIS","NONE",6.3,7.3,68,8.6,0.22,0.15,#n/a,3.6,5.2,0.05,0.02,#n/a,7.04,0.014,7.7,2,35.7,"U1H005Q01","U10F"
102619,1977-07-17 11:00:00,0,"DWS-RQIS","NONE",11.8,6.3,87,10.7,0.16,0.49,#n/a,2.5,4.5,0.04,0.02,#n/a,7.39,0.018,7.73,2,47.4,"U1H005Q01","U10F"
102619,1977-07-24 17:00:00,0,"DWS-RQIS","NONE",14.9,1.5,102,12.5,0.15,0.39,#n/a,3.8,5.1,0.05,0.09,#n/a,7.51,0.018,7.84,4.7,57.4,"U1H005Q01","U10F"
102619,1977-08-28 07:45:00,0,"DWS-RQIS","NONE",8.3,1.5,61,9.6,0.05,0.32,#n/a,3.7,4.6,0.02,0.02,#n/a,7.17,0.003,28.72,2,35.3,"U1H005Q01","U10F"
102619,1977-09-04 16:40:00,0,"DWS-RQIS","NONE",7.9,1.5,59,9.4,0.05,0.32,#n/a,2.9,4.5,0.02,0.02,#n/a,7.18,0.003,28.57,2,34.2,"U1H005Q01","U10F"
102619,1977-09-11 17:45:00,0,"DWS-RQIS","NONE",7.8,1.5,65,9.6,0.05,0.49,#n/a,3.9,5.7,0.04,0.02,#n/a,7.18,0.003,28.73,2,36.6,"U1H005Q01","U10F"
102619,1977-09-18 07:40:00,0,"DWS-RQIS","NONE",7.8,1.5,65,10.1,0.05,0.52,#n/a,3.6,5.7,0.04,0.02,#n/a,7.24,0.003,30.35,2,37.6,"U1H005Q01","U10F"
102619,1977-09-25 08:00:00,0,"DWS-RQIS","NONE",30,1.5,172,18.8,0.15,0.76,#n/a,5.4,5.8,0.02,0.02,#n/a,7.26,0.007,7.86,2,103.2,"U1H005Q01","U10F"
102619,1977-10-02 17:20:00,0,"DWS-RQIS","NONE",3.8,1.5,42,5.5,0.05,0.62,#n/a,1.4,2.4,0.02,0.02,#n/a,6.47,0.014,5.89,2,25.5,"U1H005Q01","U10F"
102619,1977-10-10 17:30:00,0,"DWS-RQIS","NONE",6.1,1.5,62,7.1,0.05,0.78,#n/a,2.5,3.5,0.02,0.02,#n/a,6.61,0.029,6.86,2,37.7,"U1H005Q01","U10F"
102619,1977-10-16 07:40:00,0,"DWS-RQIS","NONE",4.7,1.5,51,5.8,0.05,0.51,#n/a,2.2,2.5,0.02,0.14,#n/a,6.55,0.003,6.4,2,29.8,"U1H005Q01","U10F"
102619,1977-10-23 07:30:00,0,"DWS-RQIS","NONE",4,1.5,51,6.5,0.05,0.15,#n/a,2.4,2.6,0.02,0.02,#n/a,6.74,0.007,5.11,2,32.1,"U1H005Q01","U10F"
102619,1977-10-30 07:45:00,0,"DWS-RQIS","NONE",4.8,1.5,56,6.8,0.05,0.15,#n/a,2.6,2.5,0.02,0.02,#n/a,6.71,0.018,5.23,2,35.5,"U1H005Q01","U10F"
102619,1977-11-06 15:50:00,0,"DWS-RQIS","NONE",2.7,1.5,40,5.4,0.05,0.15,#n/a,2,1,0.02,0.02,#n/a,6.52,0.003,5.16,2,24.5,"U1H005Q01","U10F"
102619,1977-11-13 07:45:00,0,"DWS-RQIS","NONE",4.5,1.5,50,6.2,0.1,0.15,#n/a,2.7,2,0.02,0.02,#n/a,6.68,0.007,5.11,2,31.2,"U1H005Q01","U10F"
102619,1977-12-04 10:45:00,0,"DWS-RQIS","NONE",2.9,1.5,39,4.9,0.1,0.34,#n/a,2.8,1,0.04,0.09,#n/a,6.58,0.154,5.71,2,23.9,"U1H005Q01","U10F"
102619,1977-12-11 10:45:00,0,"DWS-RQIS","NONE",2.9,3.6,51,5.3,0.1,4.66,#n/a,2.9,1,0.04,0.18,#n/a,6.66,0.176,5.71,2,27.6,"U1H005Q01","U10F"
102619,1977-12-18 07:25:00,0,"DWS-RQIS","NONE",4,1.5,43,6,0.05,0.15,#n/a,2.2,1,0.05,0.02,#n/a,6.99,0.115,7.08,2,27.3,"U1H005Q01","U10F"
102619,1977-12-25 07:15:00,0,"DWS-RQIS","NONE",2.7,1.5,41,4.7,0.05,0.15,#n/a,2.1,2.5,0.06,0.02,#n/a,6.6,0.151,5.99,2,24.9,"U1H005Q01","U10F"
102619,1978-01-01 17:15:00,0,"DWS-RQIS","NONE",3.5,1.5,31,4.9,0.05,1.01,#n/a,2.2,3.2,0.09,0.02,#n/a,6.8,0.022,6.25,2,15.1,"U1H005Q01","U10F"
102619,1978-01-08 07:50:00,0,"DWS-RQIS","NONE",3.1,1.5,26,3.8,0.05,0.15,#n/a,1.6,1,0.09,0.02,#n/a,6.84,0.007,5.89,2,14.3,"U1H005Q01","U10F"
102619,1978-01-15 07:45:00,0,"DWS-RQIS","NONE",3.5,1.5,32,4.3,0.05,0.15,#n/a,1.6,2.3,0.09,0.02,#n/a,6.85,0.003,6.24,2,18,"U1H005Q01","U10F"
102619,1978-01-22 17:00:00,0,"DWS-RQIS","NONE",9.8,1.5,57,10,0.05,0.15,#n/a,2.1,2.3,0.08,0.02,#n/a,7.16,0.003,6.17,2,33.5,"U1H005Q01","U10F"
102619,1978-02-05 11:00:00,0,"DWS-RQIS","NONE",5,1.5,61,7.1,0.05,1.66,#n/a,5,2.3,0.07,0.05,#n/a,6.6,0.003,5.45,2,36,"U1H005Q01","U10F"
102619,1978-02-12 17:00:00,0,"DWS-RQIS","NONE",4.9,1.5,62,7.2,0.05,1.21,#n/a,4.1,2.8,0.08,0.04,#n/a,6.7,0.003,5.57,2,38.9,"U1H005Q01","U10F"
102619,1978-02-19 12:15:00,0,"DWS-RQIS","NONE",5,1.5,44,5.4,0.05,0.15,#n/a,2.3,3.3,0.09,0.02,#n/a,6.9,0.003,6.84,2,26.2,"U1H005Q01","U10F"
102619,1978-02-26 07:30:00,0,"DWS-RQIS","NONE",3.3,1.5,34,3.9,0.05,0.46,#n/a,1.5,1,0.06,0.02,#n/a,6.8,0.003,4.53,2,21.2,"U1H005Q01","U10F"
102619,1978-03-05 17:30:00,0,"DWS-RQIS","NONE",4.6,1.5,42,4.8,0.05,0.15,#n/a,1.9,2.8,0.05,0.02,#n/a,6.9,0.003,6.37,2,25.2,"U1H005Q01","U10F"
102619,1978-03-19 17:00:00,0,"DWS-RQIS","NONE",4.6,1.5,38,5.1,0.05,0.15,#n/a,2.2,2.8,0.07,0.02,#n/a,6.9,0.029,6.74,2,21.7,"U1H005Q01","U10F"
102619,1978-03-27 14:30:00,0,"DWS-RQIS","NONE",5.7,1.5,46,10.3,0.05,0.15,#n/a,2.4,3.3,0.07,0.02,#n/a,6.9,0.029,7.41,2,26.6,"U1H005Q01","U10F"
102619,1978-04-12 15:15:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,4,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-04-23 15:15:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,5,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-04-30 07:45:00,0,"DWS-RQIS","NONE",4.1,1.5,37,5.4,0.05,0.15,#n/a,1.6,2.2,0.16,0.04,#n/a,7.23,0.003,6.68,2,21.7,"U1H005Q01","U10F"
102619,1978-05-07 12:15:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,5,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-05-14 14:45:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,6,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-05-21 08:00:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,6,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-05-28 13:50:00,0,"DWS-RQIS","NONE",7.1,1.5,55,6.8,0.05,0.15,#n/a,3,4.4,0.05,0.02,#n/a,7.1,0.079,7.62,2,31.2,"U1H005Q01","U10F"
102619,1978-06-04 12:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,9,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-06-11 14:55:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,6,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-06-18 08:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,7,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-06-25 13:15:00,0,"DWS-RQIS","NONE",6.1,1.5,50,10.3,0.05,0.41,#n/a,2.7,3.1,0.16,0.05,#n/a,7.23,0.003,7.88,2,30.2,"U1H005Q01","U10F"
102619,1978-07-02 10:45:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,7,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-07-10 12:00:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,13,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-07-16 08:35:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,7,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-07-23 08:00:00,0,"DWS-RQIS","NONE",13.8,1.5,92,11.8,0.05,0.15,#n/a,3.9,4.1,0.07,0.04,#n/a,7.42,0.003,7.35,2,56.1,"U1H005Q01","U10F"
102619,1978-07-31 07:45:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,8,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-08-06 11:15:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,8,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-08-13 12:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,8,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-08-20 08:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,8,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-08-27 07:45:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,8,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-09-03 13:00:00,0,"DWS-RQIS","NONE",7.5,1.5,66,9.8,0.1,0.43,#n/a,3.7,4.7,0.09,0.06,#n/a,7.13,0.003,7.42,2,39,"U1H005Q01","U10F"
102619,1978-09-10 14:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,8,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-09-18 07:40:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,6,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-09-24 12:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,7,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-10-01 10:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,6,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-10-08 10:00:00,0,"DWS-RQIS","NONE",5.9,1.5,50,10.1,0.05,0.32,#n/a,2.3,3.5,0.12,0.02,#n/a,7.12,0.003,6.73,2,29.3,"U1H005Q01","U10F"
102619,1978-10-15 14:10:00,0,"DWS-RQIS","NONE",5.7,1.5,47,9.9,0.05,0.15,#n/a,2.6,3.6,0.09,0.04,#n/a,6.87,0.003,6.5,2,27.9,"U1H005Q01","U10F"
102619,1978-10-22 07:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,4.6,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-10-29 12:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,4.2,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-11-19 14:15:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,5,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-12-03 17:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,4,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-12-10 15:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,4,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-12-21 12:30:00,0,"DWS-RQIS","NONE",3.9,1.5,34,4.6,0.05,0.63,#n/a,0.5,2.7,0.02,0.05,#n/a,6.8,0.022,5.75,2,18.7,"U1H005Q01","U10F"
102619,1978-12-24 13:00:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,3,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1978-12-31 12:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,5,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-01-07 12:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,5,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-01-21 14:50:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,5.4,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-03-05 10:35:00,0,"DWS-RQIS","NONE",9.4,1.5,57,6.6,0.05,0.31,#n/a,1.3,2.2,0.02,0.02,#n/a,7.08,0.037,6.05,2,35.4,"U1H005Q01","U10F"
102619,1979-03-18 15:15:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,5.9,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-03-25 16:35:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,6.3,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-04-01 15:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,6.3,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-04-09 11:00:00,0,"DWS-RQIS","NONE",6.9,1.5,59,6.8,0.05,0.3,#n/a,1.9,3.4,0.02,0.02,#n/a,7.05,0.044,7.56,2,37.4,"U1H005Q01","U10F"
102619,1979-04-17 10:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,6.9,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-04-22 13:45:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,4.7,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-05-06 15:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,6.3,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-05-20 11:00:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,6.5,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-05-27 13:00:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,6.9,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-06-10 12:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,7.3,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-06-17 13:40:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,8.2,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-06-24 13:30:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,7.5,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-07-01 09:00:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,8.2,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-07-15 12:45:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,8,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-07-23 08:00:00,0,"DWS-RQIS","NONE",6.1,1.5,59,6.9,0.13,0.31,#n/a,3,3.8,0.02,0.02,#n/a,7.3,0.008,5.73,2,33.9,"U1H005Q01","U10F"
102619,1979-07-29 11:00:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,7.1,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-08-05 14:00:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,7.7,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
102619,1979-08-19 14:40:00,0,"DWS-RQIS","NONE",6.9,1.5,76,8.9,0.13,0.7,#n/a,3.3,4.3,0.02,0.06,#n/a,6.64,0.007,7.82,2,46.2,"U1H005Q01","U10F"
102619,1979-09-06 12:55:00,0,"DWS-RQIS","NONE",#n/a,#n/a,#n/a,5.6,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,#n/a,"U1H005Q01","U10F"
